ID,Type,Description,In_sample_length,Trend,Seasonality,sMAPE_ETS,sMAPE_Arima1,sMAPE_Arima2,Model,Compo,MAE_long,sMAPE_short,sMAPE_medium,sMAPE_long,MASE_naive,MASE_snaive,MASE_drift,sMAPE_ETS_cv,sMAPE_Arima1_cv,sMAPE_Arima2_cv,Model_cv,Compo_cv,MAE_long_cv,sMAPE_short_cv,sMAPE_medium_cv,sMAPE_long_cv,MASE_naive_cv,MASE_snaive_cv,MASE_drift_cv,MAE_long_ETS,sMAPE_long_ETS,MASE_naive_ETS,MASE_snaive_ETS,MASE_drift_ETS,MAE_long_Arima,sMAPE_long_Arima,MASE_naive_Arima,MASE_snaive_Arima,MASE_drift_Arima
63,INDUSTRY,"Beef and veal, imports",126,0,0,21.95403845,24.89434315,24.04492525,ETS,A;N;N;FALSE,1227.960381,28.11619991,22.60718767,21.0565132,0.478426122,0.821683526,0.434665983,17.85399775,17.44506839,17.66834108,Arima,1;0;0;1;12;0;0,641.0753664,18.07348708,14.00952151,11.66460724,0.249769623,0.428972364,0.226923978,1227.960381,21.0565132,0.478426122,0.821683526,0.434665983,600.9134773,10.94747363,0.234122134,0.402098238,0.212707716
64,INDUSTRY,"Cigars (large), taxable withdrawals",126,1,1,5.341564605,6.874273623,6.756518891,ETS,M;A;A;FALSE,263.3645833,5.575337587,7.439937206,7.892521804,0.326935345,1.362230603,0.351082041,8.321903246,8.252528299,8.512632138,Arima,3;1;2;0;12;0;1,242.07377,5.998542292,6.382976327,7.15370716,0.30050537,1.252105707,0.322700009,263.3645833,7.892521804,0.326935345,1.362230603,0.351082041,242.07377,7.15370716,0.30050537,1.252105707,0.322700009
65,INDUSTRY,"Iron and steel scrap, composite price, No. 1 heavy melting",115,0,0,15.54210555,16.48562848,16.42883407,ETS,A;N;N;FALSE,1109.583099,3.325630028,13.53325028,22.04068884,0.999999789,1.038611325,1.095769831,8.081228736,9.430704063,8.943713091,ETS,A;N;N;FALSE,1109.583099,3.325630028,13.53325028,22.04068884,0.999999789,1.038611325,1.095769831,1109.583099,22.04068884,0.999999789,1.038611325,1.095769831,1103.563261,21.89974191,0.994574475,1.032976531,1.089824934
66,INDUSTRY,"Castings, gray and ductile iron, total shipments",126,0,1,7.901604282,14.21185074,13.11660423,ETS,M;N;M;FALSE,240.1654336,4.933384802,5.173668338,6.593254655,0.588560627,0.771960322,0.685012646,9.214355432,13.73968917,10.43105194,ETS,M;N;M;FALSE,240.1654336,4.933384802,5.173668338,6.593254655,0.588560627,0.771960322,0.685012646,240.1654336,6.593254655,0.588560627,0.771960322,0.685012646,261.220727,7.138867443,0.640159712,0.839638051,0.745067675
67,INDUSTRY,"Aluminum Products, castings shipments",126,0,1,6.808120612,16.41189684,15.82331717,ETS,A;N;A;FALSE,361.9324201,5.906528534,6.020027962,10.10882978,0.593331836,1.272418664,0.528769898,6.981619045,11.19272186,11.08038645,ETS,A;N;A;FALSE,361.9324201,5.906528534,6.020027962,10.10882978,0.593331836,1.272418664,0.528769898,361.9324201,10.10882978,0.593331836,1.272418664,0.528769898,674.0520115,17.39319243,1.105003297,2.369714103,0.984765094
68,INDUSTRY,"Lead stocks, consumers'",126,1,0,27.6407186,27.6376699,27.61961776,Arima(transform),0;1;0;0;12;1;0,608.8128176,4.367007521,6.143810348,10.42435155,0.947159094,0.35202797,1.225095998,13.8999879,14.17236837,14.19575213,ETS,A;N;N;FALSE,625.1886846,3.843935401,6.143262492,10.68309142,0.97263581,0.36149683,1.25804867,625.1886846,10.68309142,0.97263581,0.36149683,1.25804867,625.4445027,10.68711473,0.973033798,0.361644749,1.258563446
69,INDUSTRY,"Machine tools (metal cutting), net new orders, total",116,1,0,33.0174322,20.81871947,24.17988849,Arima,3;0;0;0;12;1;0,1443.572332,31.11804389,40.12494131,41.56016323,0.720305538,1.427003239,0.741360409,26.21300352,23.64798634,27.57977062,Arima,3;0;0;0;12;1;0,1443.572332,31.11804389,40.12494131,41.56016323,0.720305538,1.427003239,0.741360409,1400.532075,39.94123177,0.698829555,1.384456991,0.719256672,1548.34413,45.66539035,0.772583975,1.530572482,0.79516697
70,INDUSTRY,"Batteries (auto-type replacement), shipments",115,0,1,7.547036342,6.740369891,6.940039154,Arima,0;1;0;2;12;0;1,501.3423575,9.243199768,9.281203468,8.576677165,0.588008238,1.053978327,0.657379693,7.053541985,6.779519404,6.84336084,Arima,0;1;0;2;12;0;1,501.3423575,9.243199768,9.281203468,8.576677165,0.588008238,1.053978327,0.657379693,528.735026,8.997389595,0.620136213,1.111566278,0.69329803,469.5759949,8.031370605,0.550750499,0.987195504,0.615726397
71,INDUSTRY,Washers,116,1,1,4.793550924,5.796574962,5.82406223,ETS,A;A;A;TRUE,506.874311,8.172844122,7.202035402,9.241815523,1.14476005,0.981047054,0.976209363,8.144595993,6.706485931,6.830468078,Arima,0;1;0;2;12;1;0,364.8458723,5.415338091,5.993408569,6.447612978,0.823993187,0.706153301,0.702671153,506.874311,9.241815523,1.14476005,0.981047054,0.976209363,364.4675702,6.441049662,0.823138803,0.705421104,0.701942566
72,MACRO,Proprietors' income with iva. and cc. adj.: Farm,80,1,1,8.910478697,15.99753028,16.09626736,ETS,A;A;A;TRUE,884.6238477,12.0107276,20.88111878,20.73871384,0.49404993,0.810755054,0.539610719,20.6452695,16.6113077,17.58226882,Arima,0;1;1;0;12;1;0,1000.924978,11.26102038,24.20696655,23.26577251,0.55900247,0.917344684,0.610553116,884.6238477,20.73871384,0.49404993,0.810755054,0.539610719,1193.675863,27.67123448,0.666651118,1.094000281,0.728129014
73,MACRO,Personal saving,116,0,0,8.826875648,15.80086622,14.07878351,ETS,A;N;N;FALSE,822.8923745,24.18444179,19.15117964,18.72247027,1.035084748,1.165386526,0.970961686,15.52047442,16.08568055,14.77897897,Arima(transform),1;1;0;0;12;0;0,562.7817259,21.074248,16.49656082,12.70961097,0.707901542,0.797015819,0.664047341,822.8923745,18.72247027,1.035084748,1.165386526,0.970961686,567.869846,12.84325602,0.714301693,0.804221654,0.670051006
74,MACRO,"Industrial production, total",116,1,0,4.586554475,6.180305496,6.177439028,ETS,A;A;N;TRUE,186.8624479,1.575875342,2.381688206,3.412363619,0.883974787,0.705141313,1.764139684,1.708319191,2.483615324,2.688646087,ETS,A;A;N;TRUE,186.8624479,1.575875342,2.381688206,3.412363619,0.883974787,0.705141313,1.764139684,186.8624479,3.412363619,0.883974787,0.705141313,1.764139684,154.9302312,2.818931344,0.73291568,0.584642382,1.462672528
75,MACRO,"Industrial production, consumer chemical products, total",116,1,0,1.068448358,0.931668956,0.897850904,Arima(transform),0;1;0;1;12;1;0,98.98116492,1.670302899,2.035668613,1.634154596,0.330242997,0.366596907,0.541380889,1.33894166,1.17780317,1.726311861,Arima,0;1;0;1;12;1;0,93.61825719,1.622192316,1.955311809,1.545196604,0.31235007,0.346734286,0.512048281,117.9492404,1.949283959,0.393528513,0.436849038,0.645127431,93.61825719,1.545196604,0.31235007,0.346734286,0.512048281
76,MACRO,"Industrial production, defense and space equipment",116,1,0,5.703407567,4.450524563,5.575511237,Arima,2;2;0;0;12;2;0,46.19986007,0.383841122,0.670495504,1.269658375,0.152446834,0.081769664,0.129202443,3.888826869,3.706591318,4.031722045,Arima,2;2;0;0;12;2;0,46.19986007,0.383841122,0.670495504,1.269658375,0.152446834,0.081769664,0.129202443,19.94887473,0.537363365,0.065825801,0.035307743,0.055788986,46.19986007,1.269658375,0.152446834,0.081769664,0.129202443
77,MACRO,"Industrial production, mining, total",116,0,0,3.847914846,3.958251352,3.958251352,ETS,M;N;N;FALSE,28.33333333,0.429889846,0.572950823,0.580786227,1,0.523076923,0.757849851,1.681651875,1.688887735,1.688887735,ETS,M;N;N;FALSE,28.33333333,0.429889846,0.572950823,0.580786227,1,0.523076923,0.757849851,28.33333333,0.580786227,1,0.523076923,0.757849851,28.33333333,0.580786457,1,0.523076923,0.757849851
78,MACRO,"Industrial production, manufacturing, total",116,1,0,5.874335276,7.211947117,7.33245185,ETS,M;A;N;TRUE,198.3003303,1.577120962,2.470932971,3.595812774,0.861135331,0.663458354,1.899410873,2.060000883,2.927864207,2.923270574,ETS,M;A;N;TRUE,198.3003303,1.577120962,2.470932971,3.595812774,0.861135331,0.663458354,1.899410873,198.3003303,3.595812774,0.861135331,0.663458354,1.899410873,105.4939662,1.889417731,0.458116138,0.35295379,1.010469252
79,MACRO,"Industrial production, transportation equipment, total",116,1,0,3.655950193,9.316843083,9.583614757,ETS,M;A;N;TRUE,191.0713351,2.275848251,2.57281419,3.63268328,0.955356676,0.817903456,1.239828418,4.806310091,8.318662628,8.340727657,ETS,M;A;N;TRUE,191.0713351,2.275848251,2.57281419,3.63268328,0.955356676,0.817903456,1.239828418,191.0713351,3.63268328,0.955356676,0.817903456,1.239828418,193.7595602,3.684932803,0.968797801,0.829410722,1.25727184
80,MACRO,"Industrial production, chemicals and products, total",116,1,0,3.15741277,0.85884665,0.693750253,Arima(transform),0;1;2;1;12;1;0,30.05606213,0.514068588,0.617083009,0.512927348,0.159120329,0.134746978,0.497350402,1.743684437,1.976487205,2.640028976,ETS,A;A;N;TRUE,145.6701824,1.141850353,2.009578225,2.502607888,0.771195083,0.65306682,2.410466266,145.6701824,2.502607888,0.771195083,0.65306682,2.410466266,30.05606213,0.512927348,0.159120329,0.134746978,0.497350402
81,MACRO,"Business sales, retail trade, durable goods",116,1,0,2.226226603,0.928949931,1.068545839,Arima,1;2;0;0;12;1;0,401.5326949,3.195763623,4.144524826,6.248187243,0.630410078,0.472215482,1.0130989,4.46940372,5.273896554,5.304213637,ETS,M;A;N;TRUE,630.4017299,5.046429301,6.971101854,10.04607863,0.989736599,0.741372896,1.590553665,630.4017299,10.04607863,0.989736599,0.741372896,1.590553665,436.2809627,6.814074462,0.684965183,0.513080573,1.100771542
82,MACRO,"Business invent., manufacturing, durable goods",116,1,0,3.23483956,2.764668417,3.038635687,Arima,3;1;0;0;12;2;0,115.6528094,1.877958249,2.313301497,2.402937779,1.026666224,0.594959265,0.612313123,2.963304299,3.302433923,2.915197533,Arima(transform),3;1;0;0;12;2;0,112.8162322,1.851704788,2.271109129,2.344755272,1.00148553,0.580366901,0.597295127,112.9423195,2.347343276,1.002604824,0.581015539,0.597962684,115.6528094,2.402937779,1.026666224,0.594959265,0.612313123
83,MACRO,Retail inventories in constant (1987) dollars,115,1,0,3.359987564,4.421801765,3.798122612,ETS,M;A;N;FALSE,52.06219571,0.625710263,0.969526693,1.080412368,0.410297514,0.244423454,1.715013575,2.680602572,2.630874105,2.152848873,Arima(transform),0;1;0;0;12;1;0,35.9231133,0.913437851,0.805759871,0.74856679,0.283106847,0.168653114,1.183365898,52.06219571,1.080412368,0.410297514,0.244423454,1.715013575,35.9231133,0.74856679,0.283106847,0.168653114,1.183365898
84,MACRO,"Manufacturers' shipments, transportation equipment",116,1,1,10.44953481,14.49296732,14.53782704,ETS,M;A;M;TRUE,613.127389,5.167149869,7.069078742,8.95809234,0.580094245,0.820957287,0.710624286,6.878769757,7.999207888,10.37550761,ETS,M;A;M;TRUE,613.127389,5.167149869,7.069078742,8.95809234,0.580094245,0.820957287,0.710624286,613.127389,8.95809234,0.580094245,0.820957287,0.710624286,662.9056033,9.859547465,0.627190584,0.887608669,0.768318019
85,MACRO,"Manufacturers' shipments, rubber and plastics products",116,1,1,3.624657846,6.028750181,1.631385734,Arima(transform),0;1;0;1;12;1;1,207.8647516,1.695732275,2.392859729,2.3655916,0.489093533,1.093385601,0.4270706,3.838424725,5.944499531,6.146651849,ETS,M;A;M;TRUE,148.9166305,2.267565396,2.015568825,1.734527515,0.350392072,0.783313662,0.30595815,148.9166305,1.734527515,0.350392072,0.783313662,0.30595815,140.6596325,1.624362467,0.330963841,0.739881176,0.288993652
86,MACRO,"Manufacturers' shipments, motor vehicles and parts",116,1,0,16.36386502,16.62569728,16.80757721,ETS,M;A;N;TRUE,830.8068734,12.30276287,13.8233596,18.95304468,1.048322051,0.883983385,1.281262304,9.750675286,12.75807396,14.14965741,ETS,M;A;N;TRUE,830.8068734,12.30276287,13.8233596,18.95304468,1.048322051,0.883983385,1.281262304,830.8068734,18.95304468,1.048322051,0.883983385,1.281262304,827.6492251,18.87198533,1.044337693,0.880623629,1.27639261
87,MACRO,"Manufacturers' shipments, home goods and apparel",116,1,0,6.282328921,4.745247037,5.027260653,Arima,1;0;0;1;12;1;0,639.7581287,4.153334154,6.440391937,7.525226845,0.778268261,0.544191972,1.022049616,2.310408729,2.850592925,2.768521253,ETS,M;A;N;TRUE,592.5680108,3.872272577,5.863407329,6.946640545,0.720861298,0.504051047,0.946660747,592.5680108,6.946640545,0.720861298,0.504051047,0.946660747,639.7581287,7.525226845,0.778268261,0.544191972,1.022049616
88,MACRO,"Manufacturers' inventories, total",116,1,0,5.010404983,3.584817837,3.046105341,Arima(transform),3;0;2;0;12;1;0,135.8810832,2.373398822,2.690683181,3.509397122,1.966773211,2.698164898,1.009397501,2.916281552,3.865464474,3.53658214,ETS,A;A;A;FALSE,62.67410751,1.322924217,1.467456903,1.637759625,0.90715906,1.244507866,0.465576856,62.67410751,1.637759625,0.90715906,1.244507866,0.465576856,215.1113509,5.485574026,3.11356984,4.271425296,1.597962386
89,MACRO,"Manufacturers' inventories, electronic and other electrical equ.",116,1,0,1.647808134,1.276404378,2.100399925,Arima,0;2;0;1;12;2;0,161.3272232,0.9403614,1.424715292,2.462199595,0.719746695,0.699968668,1.070917292,2.964367742,2.690591781,2.655182294,Arima(transform),0;2;0;1;12;2;0,162.062507,0.937226069,1.429979702,2.473565436,0.723027097,0.703158927,1.07579823,181.3610337,2.773001609,0.809125714,0.786891628,1.203905102,162.062507,2.473565436,0.723027097,0.703158927,1.07579823
90,MACRO,"Manufacturers' inventories, textile mill products",116,1,0,1.827736303,3.176574296,2.9398527,ETS,A;A;N;TRUE,84.20551491,0.27208595,0.45330456,0.899945975,0.398973221,0.155759867,1.236954305,2.435391128,3.135624719,2.984861442,ETS,A;A;N;TRUE,84.20551491,0.27208595,0.45330456,0.899945975,0.398973221,0.155759867,1.236954305,84.20551491,0.899945975,0.398973221,0.155759867,1.236954305,88.48316291,0.948935609,0.419241098,0.163672483,1.299791699
91,MACRO,"Manufacturers' inventories, automotive equipment",116,1,0,8.052324035,9.577318226,9.177571741,ETS,M;A;N;TRUE,128.0942386,2.352633761,1.778754815,2.075791985,1.006854277,0.67974537,0.519711158,4.302688385,4.068662257,3.923363703,Arima(transform),0;1;0;2;12;2;0,115.368162,1.790939696,1.379577088,1.871160026,0.906823981,0.612213124,0.468078204,128.0942386,2.075791985,1.006854277,0.67974537,0.519711158,115.368162,1.871160026,0.906823981,0.612213124,0.468078204
92,MACRO,"Manufacturers' new orders, durable goods industries, total",116,1,0,2.941020692,2.816415724,2.705641958,Arima(transform),1;0;0;1;12;1;0,344.6515259,4.351451929,3.620459583,5.205945787,0.531093306,0.517531479,0.694981589,5.277577857,6.219235352,6.294147124,ETS,M;A;N;TRUE,614.4431985,6.012476335,6.64773014,9.538978379,0.946830771,0.922652805,1.239010067,614.4431985,9.538978379,0.946830771,0.922652805,1.239010067,444.9038401,6.788831756,0.685577848,0.668071153,0.897137991
93,MACRO,"Manufacturers' new orders, nondurables with unfilled orders",116,1,0,3.572530244,3.244512269,2.887716112,Arima(transform),0;3;0;0;12;1;0,89.6355626,0.777805493,1.38489252,1.508694126,0.396559044,0.584156454,1.054341881,3.700929982,3.720966684,4.264495885,ETS,M;A;N;TRUE,109.0015253,1.773811922,1.331012531,1.851160736,0.482236508,0.710364756,1.28213479,109.0015253,1.851160736,0.482236508,0.710364756,1.28213479,89.6355626,1.508694126,0.396559044,0.584156454,1.054341881
94,MACRO,"Manufacturers' new orders, capital goods nondefense",116,1,0,12.13626855,16.04797814,17.4006308,ETS,M;A;N;TRUE,677.7338878,6.534325332,7.004781502,10.90950902,0.770804214,0.943904457,0.907874328,10.95843581,10.3398108,11.7767751,Arima,0;1;1;0;12;1;0,670.6820704,7.415008504,7.150754891,10.7878033,0.762784001,0.934083136,0.898427901,677.7338878,10.90950902,0.770804214,0.943904457,0.907874328,670.6820704,10.7878033,0.762784001,0.934083136,0.898427901
95,MACRO,"Manufacturers' unfilled orders, automotive equipment",116,1,0,7.255850841,12.32163935,17.8504542,ETS,A;A;N;TRUE,212.05914,1.045074512,2.348431032,6.104183051,1.183953015,1.046918409,1.216373455,8.509939915,19.66091785,16.71452244,ETS,A;A;N;TRUE,212.05914,1.045074512,2.348431032,6.104183051,1.183953015,1.046918409,1.216373455,212.05914,6.104183051,1.183953015,1.046918409,1.216373455,364.2864924,10.90628732,2.033857588,1.798452239,2.089551148
96,MACRO,"Failures, trade retail",115,1,1,11.13434432,23.11589456,22.41016256,ETS,M;A;M;TRUE,2332.404087,12.99177962,23.19313724,30.16809549,1.449198259,1.746755713,1.215409237,19.50503584,17.02931137,17.51528687,Arima,0;1;0;2;12;1;0,1933.712628,11.92866192,19.49193822,26.15149611,1.201478333,1.448172553,1.007652234,2332.404087,30.16809549,1.449198259,1.746755713,1.215409237,1921.893776,26.02081699,1.194134897,1.439321321,1.001493463
97,MACRO,INDUSTRIAL PRODUCTION :TOTAL-FINLAND,114,1,1,2.336330642,2.691141737,4.767926747,ETS,M;A;M;TRUE,715.682933,3.945841301,7.87894674,10.33611607,0.626875562,0.885380948,0.761309077,3.183621547,2.631161608,2.74735433,Arima,1;1;0;1;12;1;1,438.8431703,2.655541381,4.886616935,6.215945165,0.384388178,0.542898767,0.466820254,715.682933,10.33611607,0.626875562,0.885380948,0.761309077,397.2958662,5.638326096,0.347996379,0.491500041,0.422624231
98,MACRO,MINING AND QUARRYING,126,0,1,3.236630902,3.117523376,3.174541768,Arima,1;1;2;0;12;0;1,177.8684928,3.406130302,3.728576528,4.232169164,0.402721116,0.831592953,0.444300981,4.917010504,5.897142023,5.75529375,ETS,M;N;M;FALSE,276.1852181,5.360346215,4.989856687,6.518984291,0.625325022,1.291255565,0.689888138,276.1852181,6.518984291,0.625325022,1.291255565,0.689888138,177.8684928,4.232169164,0.402721116,0.831592953,0.444300981
99,MACRO,MANUFACTURERS'INVENTORIES OF FINISHED GOODS (USA),126,1,0,5.505380453,3.770903209,1.825051436,Arima(transform),3;0;0;0;12;1;0,456.4495347,4.331527818,5.92787879,4.835866853,0.369661281,0.235391119,0.50094894,2.65678386,2.329828295,2.684978838,Arima,0;1;0;0;12;2;0,331.6956001,3.32048267,3.754228644,3.450539633,0.268627769,0.171055489,0.364032706,329.7338116,3.440611694,0.267038991,0.170043795,0.361879662,331.6956001,3.450539633,0.268627769,0.171055489,0.364032706
100,MACRO,COMMODITY OUTPUT: CEMENT-SPAIN,114,1,1,5.486862819,4.032637213,8.586446433,Arima,0;2;0;1;12;1;1,234.010215,5.932482149,3.643107062,3.570079251,0.349849159,0.248433139,0.51670053,11.78030232,7.953147069,8.345101111,Arima,0;2;0;1;12;1;1,234.010215,5.932482149,3.643107062,3.570079251,0.349849159,0.248433139,0.51670053,347.9890824,5.380013806,0.520249459,0.36943695,0.768368779,234.010215,3.570079251,0.349849159,0.248433139,0.51670053
101,MACRO,PRODUCTION INDEX: ALL INDUSTRIES,89,1,1,1.563780006,3.315088982,3.329454601,ETS,A;A;A;FALSE,256.3058691,0.818058953,2.241883593,3.053527316,0.483089596,0.269009075,1.019303281,2.339808308,3.082459049,3.094573566,ETS,A;A;A;FALSE,256.3058691,0.818058953,2.241883593,3.053527316,0.483089596,0.269009075,1.019303281,256.3058691,3.053527316,0.483089596,0.269009075,1.019303281,255.5811876,3.044750231,0.481723704,0.268248477,1.016421293
102,MACRO,NUMBER OF PERSONS UNEMPLOYED LABOR FORCE SURVEY(USA),102,1,0,27.50854253,25.80146044,47.7123087,Arima,0;1;2;0;12;2;0,2817.371051,2.44204777,8.407643617,11.97666282,1.306354429,1.0023259,1.11411223,23.37962748,21.60319908,26.58097651,Arima,0;1;2;0;12;2;0,2817.371051,2.44204777,8.407643617,11.97666282,1.306354429,1.0023259,1.11411223,1850.432727,8.110137361,0.858005901,0.658321753,0.731742356,2614.525115,11.20214583,1.212299126,0.930160136,1.033898039
103,FINANCE,"Commercial paper outstanding, financial companies, dealer-placed",126,1,0,11.634571,11.38831147,12.54735192,Arima,2;2;0;2;12;1;0,1527.984613,4.722167915,10.40848754,12.99783904,1.990592866,2.892221297,0.99656887,5.087649804,7.167770524,10.45416395,ETS,M;A;N;FALSE,1565.71437,4.362937419,10.1112507,13.27174011,2.039745576,2.963637465,1.021176644,1565.71437,13.27174011,2.039745576,2.963637465,1.021176644,1926.338021,16.05074494,2.509550612,3.646238189,1.256379474
104,FINANCE,Required reserves held at all member banks of Fed. Reserve Syst.,116,1,0,27.41644369,13.05365712,11.70136604,Arima(transform),1;1;1;1;12;1;0,747.2298206,6.987333531,10.79955827,14.11616225,1.080072012,1.563696654,1.19275599,8.934390092,8.849249773,NA,Arima,0;1;2;0;12;1;0,937.6269496,9.132188771,14.72882605,18.12395963,1.355278655,1.962132778,1.496674958,627.8597048,11.7111284,0.907530289,1.313895796,1.002212978,937.6269496,18.12395963,1.355278655,1.962132778,1.496674958
105,FINANCE,"Large commercial banks, loans and leases (adjusted), total",116,1,0,8.052932501,7.879879773,7.691088925,Arima(transform),0;1;0;1;12;2;0,386.509057,2.049691701,2.297358384,3.884854672,1.367170792,1.629724386,2.263536356,2.617189261,2.596880458,2.379237781,Arima(transform),0;1;0;1;12;2;0,386.509057,2.049691701,2.297358384,3.884854672,1.367170792,1.629724386,2.263536356,380.496069,3.822708371,1.345901481,1.604370483,2.228322131,386.509057,3.884854672,1.367170792,1.629724386,2.263536356
106,FINANCE,"Consumer installment credit outstanding, commercial banks",115,1,1,2.994072221,1.644868404,1.480395013,Arima(transform),0;1;1;0;12;2;1,404.3774795,0.670196972,2.849332424,6.075283716,1.590103599,1.769085132,3.30981468,3.006791288,3.379876141,3.019161944,ETS,M;A;A;FALSE,334.0177473,0.512329065,2.20031942,4.971744596,1.313433238,1.461272847,2.73392288,334.0177473,4.971744596,1.313433238,1.461272847,2.73392288,298.0227394,4.414077965,1.171892735,1.303800593,2.439305075
107,FINANCE,"Consumer installment credit, automobile",115,1,0,2.592617937,2.498716789,4.130252395,Arima,0;1;0;0;12;2;0,410.7341431,1.15065744,2.851683728,5.259836631,1.817528345,2.103165203,3.802881308,3.528683714,4.164618408,4.403134691,ETS,A;A;N;FALSE,412.3436198,1.158425418,2.866211669,5.281243071,1.824650396,2.111406533,3.817783037,412.3436198,5.281243071,1.824650396,2.111406533,3.817783037,387.0914652,4.94688256,1.712907782,1.982102812,3.583979862
108,FINANCE,"Fed. Gov. finance, outlays (net), Defense Depart., military",116,1,0,13.78022941,13.71360799,11.54175025,Arima(transform),3;1;1;0;12;1;0,697.6813684,11.69181745,9.7426679,10.21604869,0.754005586,0.723160732,0.792164688,12.0960603,11.22220269,10.36781945,Arima(transform),3;1;1;0;12;1;0,697.6813684,11.69181745,9.7426679,10.21604869,0.754005586,0.723160732,0.792164688,752.8248854,11.00913381,0.81360087,0.780318093,0.854776001,830.3591902,11.91675103,0.897394564,0.860683955,0.942810369
109,FINANCE,"Money stock component, savings deposits",116,1,0,8.275625359,1.529013016,29.37465251,Arima,1;1;2;0;12;1;0,324.9222068,1.066132121,3.261644066,5.189403053,1.353685852,0.501294225,6.513926512,5.141310162,8.050373577,12.52768204,ETS,M;A;N;TRUE,96.35683449,0.836077291,1.215201203,1.618841575,0.401440347,0.148660583,1.931728043,96.35683449,1.618841575,0.401440347,0.148660583,1.931728043,324.9222068,5.189403053,1.353685852,0.501294225,6.513926512
110,FINANCE,"Money stock component, large time deposits",116,1,0,13.3800431,13.4702174,13.35041819,Arima(transform),0;2;0;1;12;2;0,248.2091963,0.444088758,3.021674479,7.82273613,0.849223633,0.363972752,0.704470716,4.838146374,7.052802356,7.146063332,ETS,A;A;N;TRUE,164.92334,2.22665965,3.757959085,4.65763457,0.564269173,0.24184278,0.468087666,164.92334,4.65763457,0.564269173,0.24184278,0.468087666,164.394272,5.041554897,0.562459018,0.241066957,0.466586058
111,FINANCE,"State and municipal securities issued, short-term (Bond Buyer)",116,1,1,47.35327344,45.67856837,42.57512406,Arima(transform),0;1;0;2;12;1;1,1993.845036,53.14468373,53.6663926,53.3835167,0.763080682,1.319068313,0.761732186,46.69728393,53.75887477,63.85953113,ETS,M;N;M;FALSE,1826.978323,64.50997019,44.88801452,49.15951924,0.699217763,1.20867428,0.697982123,1826.978323,49.15951924,0.699217763,1.20867428,0.697982123,1993.845036,53.3835167,0.763080682,1.319068313,0.761732186
112,FINANCE,Standard & Poor's composite price index (500 stocks),116,1,0,2.334598503,1.817631684,9.00215769,Arima,0;1;0;0;12;1;0,176.2935553,1.454698538,1.648739393,1.970737304,0.294351334,0.192138584,1.059560435,10.44373498,10.88059334,8.998974034,Arima(transform),0;1;0;0;12;1;0,256.1786146,1.075406032,1.840626288,2.760831093,0.427732692,0.279203605,1.53968603,132.4008624,1.483001368,0.221065203,0.144300875,0.795756346,176.2935553,1.970737304,0.294351334,0.192138584,1.059560435
113,FINANCE,Property-Casualty Insurance stock price index,116,0,0,3.379660636,5.238253118,5.354442205,ETS,M;N;N;FALSE,1377.547911,11.7727416,15.37633882,15.07806519,1.000002517,0.704860437,1.441808552,12.58004101,13.19903481,13.52598161,ETS,M;N;N;FALSE,1377.547911,11.7727416,15.37633882,15.07806519,1.000002517,0.704860437,1.441808552,1377.547911,15.07806519,1.000002517,0.704860437,1.441808552,1393.572636,15.26891175,1.011635336,0.71305993,1.458580808
114,FINANCE,NASDAQ/NMS industrial price index,92,1,0,20.04886775,12.32367515,10.42379644,Arima(transform),2;2;0;1;12;1;0,280.3387534,4.982600404,3.780427998,4.783255721,0.27365251,0.360677709,0.379233558,17.8882521,17.72023113,17.78596549,Arima,2;2;1;0;12;1;0,480.6210684,6.331322625,6.652165751,8.357325363,0.469157975,0.618356556,0.650169253,1024.432073,18.83029171,0.999998769,1.318011901,1.385819889,280.3387534,4.783255721,0.27365251,0.360677709,0.379233558
115,FINANCE,Exchange Rate - Mexico,65,1,0,3.681597584,3.075808004,4.176208776,Arima,0;1;0;0;12;1;0,162.8652888,2.555206118,3.426464157,3.537887881,0.683185241,0.679312988,1.012586974,7.958129604,5.825671495,7.126631146,Arima,0;1;0;0;12;1;0,162.8652888,2.555206118,3.426464157,3.537887881,0.683185241,0.679312988,1.012586974,238.3930231,5.171403632,1.00000802,0.994340034,1.482167696,162.8652888,3.537887881,0.683185241,0.679312988,1.012586974
116,FINANCE,Interest Rate - Lebanon,65,0,0,14.02824589,14.02838769,14.02838769,ETS,M;N;N;FALSE,690.5582265,7.385176467,10.58021572,9.123463036,1.000003868,1.134128474,1.276124219,9.676989303,11.09017273,11.20525622,ETS,M;N;N;FALSE,690.5582265,7.385176467,10.58021572,9.123463036,1.000003868,1.134128474,1.276124219,690.5582265,9.123463036,1.000003868,1.134128474,1.276124219,748.2798619,9.83857587,1.083591111,1.228926781,1.382791512
117,FINANCE,KUWEIT RESERVES OF MONEY,51,1,0,56.12855281,31.70283063,38.18806366,Arima,0;1;0;1;12;1;0,5919.834614,48.57185962,76.72125696,99.02308951,1.093397189,1.166789193,1.192948499,37.89854982,40.42676502,47.48231732,ETS,M;N;M;FALSE,5018.404073,37.45983827,53.30241001,77.11968526,0.926902399,0.989118788,1.01129474,5018.404073,77.11968526,0.926902399,0.989118788,1.01129474,5919.834614,99.02308951,1.093397189,1.166789193,1.192948499
